node_id,closeness
2008,479.3769233250299
2006,464.64266927026154
2001,462.1469097342126
2003,458.3083838312292
2007,453.5031375643986
2009,451.407155116332
2004,448.9509568380685
2002,448.85390744072913
2000,444.4526459057276
2012,440.5704473393802
2014,438.4655752907457
2011,438.1398754064576
2010,436.379190390479
2013,435.89625915695166
1534,427.64271259113895
2005,424.2215047009118
1221,413.11442037693695
103,407.975046176527
1957,405.5315173412101
388,405.4605518870806
